timestamp,time_row,time_column
2020102708,2020,20121027
2020113008,2020,20121130
2020112208,2020,20121122
2020122808,2020,20121228
2020120708,2020,20121207
2030010308,2030,20120103
2030012308,2030,20120123
2030021308,2030,20120213
2030021608,2030,20120216
2030030608,2030,20120306
2030033108,2030,20120331
2030040308,2030,20120403
2030041008,2030,20120410
2030053008,2030,20120530
2030051608,2030,20120516
2030063008,2030,20120630
2030061308,2030,20120613
2030071808,2030,20120718
2030071008,2030,20120710
2030080308,2030,20120803
2030082508,2030,20120825
2030090608,2030,20120906
2030091208,2030,20120912
2030100508,2030,20121005
2030102708,2030,20121027
2030113008,2030,20121130
2030112208,2030,20121122
2030122808,2030,20121228
2030120708,2030,20121207
2040010308,2040,20120103
2040012308,2040,20120123
2040021308,2040,20120213
2040021608,2040,20120216
2040030608,2040,20120306
2040033108,2040,20120331
2040040308,2040,20120403
2040041008,2040,20120410
2040053008,2040,20120530
2040051608,2040,20120516
2040063008,2040,20120630
2040061308,2040,20120613
2040071808,2040,20120718
2040071008,2040,20120710
2040080308,2040,20120803
2040082508,2040,20120825
2040090608,2040,20120906
2040091208,2040,20120912
2040100508,2040,20121005
2040102708,2040,20121027
2040113008,2040,20121130
2040112208,2040,20121122
2040122808,2040,20121228
2040120708,2040,20121207
2050010308,2050,20120103
2050012308,2050,20120123
2050021308,2050,20120213
2050021608,2050,20120216
2050030608,2050,20120306
2050033108,2050,20120331
2050040308,2050,20120403
2050041008,2050,20120410
2050053008,2050,20120530
2050051608,2050,20120516
2050063008,2050,20120630
2050061308,2050,20120613
2050071808,2050,20120718
2050071008,2050,20120710
2050080308,2050,20120803
2050082508,2050,20120825
2050090608,2050,20120906
2050091208,2050,20120912
2050100508,2050,20121005
2050102708,2050,20121027
2050113008,2050,20121130
2050112208,2050,20121122
2050122808,2050,20121228
2050120708,2050,20121207
2020010312,2020,20120103
2020012312,2020,20120123
2020021312,2020,20120213
2020021612,2020,20120216
2020030612,2020,20120306
2020033112,2020,20120331
2020040312,2020,20120403
2020041012,2020,20120410
2020053012,2020,20120530
2020051612,2020,20120516
2020063012,2020,20120630
2020061312,2020,20120613
2020071812,2020,20120718
2020071012,2020,20120710
2020080312,2020,20120803
2020082512,2020,20120825
2020090612,2020,20120906
2020091212,2020,20120912
2020100512,2020,20121005
2020102712,2020,20121027
2020113012,2020,20121130
2020112212,2020,20121122
2020122812,2020,20121228
2020120712,2020,20121207
2030010312,2030,20120103
2030012312,2030,20120123
2030021312,2030,20120213
2030021612,2030,20120216
2030030612,2030,20120306
2030033112,2030,20120331
2030040312,2030,20120403
2030041012,2030,20120410
2030053012,2030,20120530
2030051612,2030,20120516
2030063012,2030,20120630
2030061312,2030,20120613
2030071812,2030,20120718
2030071012,2030,20120710
2030080312,2030,20120803
2030082512,2030,20120825
2030090612,2030,20120906
2030091212,2030,20120912
2030100512,2030,20121005
2030102712,2030,20121027
2030113012,2030,20121130
2030112212,2030,20121122
2030122812,2030,20121228
2030120712,2030,20121207
2040010312,2040,20120103
2040012312,2040,20120123
2040021312,2040,20120213
2040021612,2040,20120216
2040030612,2040,20120306
2040033112,2040,20120331
2040040312,2040,20120403
2040041012,2040,20120410
2040053012,2040,20120530
2040051612,2040,20120516
2040063012,2040,20120630
2040061312,2040,20120613
2040071812,2040,20120718
2040071012,2040,20120710
2040080312,2040,20120803
2040082512,2040,20120825
2040090612,2040,20120906
2040091212,2040,20120912
2040100512,2040,20121005
2040102712,2040,20121027
2040113012,2040,20121130
2040112212,2040,20121122
2040122812,2040,20121228
2040120712,2040,20121207
2050010312,2050,20120103
2050012312,2050,20120123
2050021312,2050,20120213
2050021612,2050,20120216
2050030612,2050,20120306
2050033112,2050,20120331
2050040312,2050,20120403
2050041012,2050,20120410
2050053012,2050,20120530
2050051612,2050,20120516
2050063012,2050,20120630
2050061312,2050,20120613
2050071812,2050,20120718
2050071012,2050,20120710
2050080312,2050,20120803
2050082512,2050,20120825
2050090612,2050,20120906
2050091212,2050,20120912
2050100512,2050,20121005
2050102712,2050,20121027
2050113012,2050,20121130
2050112212,2050,20121122
2050122812,2050,20121228
2050120712,2050,20121207
2020010316,2020,20120103
2020012316,2020,20120123
2020021316,2020,20120213
2020021616,2020,20120216
2020030616,2020,20120306
2020033116,2020,20120331
2020040316,2020,20120403
2020041016,2020,20120410
2020053016,2020,20120530
2020051616,2020,20120516
2020063016,2020,20120630
2020061316,2020,20120613
2020071816,2020,20120718
2020071016,2020,20120710
2020080316,2020,20120803
2020082516,2020,20120825
2020090616,2020,20120906
2020091216,2020,20120912
2020100516,2020,20121005
2020102716,2020,20121027
2020113016,2020,20121130
2020112216,2020,20121122
2020122816,2020,20121228
2020120716,2020,20121207
2030010316,2030,20120103
2030012316,2030,20120123
2030021316,2030,20120213
2030021616,2030,20120216
2030030616,2030,20120306
2030033116,2030,20120331
2030040316,2030,20120403
2030041016,2030,20120410
2030053016,2030,20120530
2030051616,2030,20120516
2030063016,2030,20120630
2030061316,2030,20120613
2030071816,2030,20120718
2030071016,2030,20120710
2030080316,2030,20120803
2030082516,2030,20120825
2030090616,2030,20120906
2030091216,2030,20120912
2030100516,2030,20121005
2030102716,2030,20121027
2030113016,2030,20121130
2030112216,2030,20121122
2030122816,2030,20121228
2030120716,2030,20121207
2040010316,2040,20120103
2040012316,2040,20120123
2040021316,2040,20120213
2040021616,2040,20120216
2040030616,2040,20120306
2040033116,2040,20120331
2040040316,2040,20120403
2040041016,2040,20120410
2040053016,2040,20120530
2040051616,2040,20120516
2040063016,2040,20120630
2040061316,2040,20120613
2040071816,2040,20120718
2040071016,2040,20120710
2040080316,2040,20120803
2040082516,2040,20120825
2040090616,2040,20120906
2040091216,2040,20120912
2040100516,2040,20121005
2040102716,2040,20121027
2040113016,2040,20121130
2040112216,2040,20121122
2040122816,2040,20121228
2040120716,2040,20121207
2050010316,2050,20120103
2050012316,2050,20120123
2050021316,2050,20120213
2050021616,2050,20120216
2050030616,2050,20120306
2050033116,2050,20120331
2050040316,2050,20120403
2050041016,2050,20120410
2050053016,2050,20120530
2050051616,2050,20120516
2050063016,2050,20120630
2050061316,2050,20120613
2050071816,2050,20120718
2050071016,2050,20120710
2050080316,2050,20120803
2050082516,2050,20120825
2050090616,2050,20120906
2050091216,2050,20120912
2050100516,2050,20121005
2050102716,2050,20121027
2050113016,2050,20121130
2050112216,2050,20121122
2050122816,2050,20121228
2050120716,2050,20121207
2020010320,2020,20120103
2020012320,2020,20120123
2020021320,2020,20120213
2020021620,2020,20120216
2020030620,2020,20120306
2020033120,2020,20120331
2020040320,2020,20120403
2020041020,2020,20120410
2020053020,2020,20120530
2020051620,2020,20120516
2020063020,2020,20120630
2020061320,2020,20120613
2020071820,2020,20120718
2020071020,2020,20120710
2020080320,2020,20120803
2020082520,2020,20120825
2020090620,2020,20120906
2020091220,2020,20120912
2020100520,2020,20121005
2020102720,2020,20121027
2020113020,2020,20121130
2020112220,2020,20121122
2020122820,2020,20121228
2020120720,2020,20121207
2030010320,2030,20120103
2030012320,2030,20120123
2030021320,2030,20120213
2030021620,2030,20120216
2030030620,2030,20120306
2030033120,2030,20120331
2030040320,2030,20120403
2030041020,2030,20120410
2030053020,2030,20120530
2030051620,2030,20120516
2030063020,2030,20120630
2030061320,2030,20120613
2030071820,2030,20120718
2030071020,2030,20120710
2030080320,2030,20120803
2030082520,2030,20120825
2030090620,2030,20120906
2030091220,2030,20120912
2030100520,2030,20121005
2030102720,2030,20121027
2030113020,2030,20121130
2030112220,2030,20121122
2030122820,2030,20121228
2030120720,2030,20121207
2040010320,2040,20120103
2040012320,2040,20120123
2040021320,2040,20120213
2040021620,2040,20120216
2040030620,2040,20120306
2040033120,2040,20120331
2040040320,2040,20120403
2040041020,2040,20120410
2040053020,2040,20120530
2040051620,2040,20120516
2040063020,2040,20120630
2040061320,2040,20120613
2040071820,2040,20120718
2040071020,2040,20120710
2040080320,2040,20120803
2040082520,2040,20120825
2040090620,2040,20120906
2040091220,2040,20120912
2040100520,2040,20121005
2040102720,2040,20121027
2040113020,2040,20121130
2040112220,2040,20121122
2040122820,2040,20121228
2040120720,2040,20121207
2050010320,2050,20120103
2050012320,2050,20120123
2050021320,2050,20120213
2050021620,2050,20120216
2050030620,2050,20120306
2050033120,2050,20120331
2050040320,2050,20120403
2050041020,2050,20120410
2050053020,2050,20120530
2050051620,2050,20120516
2050063020,2050,20120630
2050061320,2050,20120613
2050071820,2050,20120718
2050071020,2050,20120710
2050080320,2050,20120803
2050082520,2050,20120825
2050090620,2050,20120906
2050091220,2050,20120912
2050100520,2050,20121005
2050102720,2050,20121027
2050113020,2050,20121130
2050112220,2050,20121122
2050122820,2050,20121228
2050120720,2050,20121207
