timestamp,time_row,time_column
2020010300,2020,20120103
2020012300,2020,20120123
2020021300,2020,20120213
2020021600,2020,20120216
2020030600,2020,20120306
2020033100,2020,20120331
2020040300,2020,20120403
2020041000,2020,20120410
2020053000,2020,20120530
2020051600,2020,20120516
2020063000,2020,20120630
2020061300,2020,20120613
2020071800,2020,20120718
2020071000,2020,20120710
2020080300,2020,20120803
2020082500,2020,20120825
2020090600,2020,20120906
2020091200,2020,20120912
2020100500,2020,20121005
2020102700,2020,20121027
2020113000,2020,20121130
2020112200,2020,20121122
2020122800,2020,20121228
2020120700,2020,20121207
2030010300,2030,20120103
2030012300,2030,20120123
2030021300,2030,20120213
2030021600,2030,20120216
2030030600,2030,20120306
2030033100,2030,20120331
2030040300,2030,20120403
2030041000,2030,20120410
2030053000,2030,20120530
2030051600,2030,20120516
2030063000,2030,20120630
2030061300,2030,20120613
2030071800,2030,20120718
2030071000,2030,20120710
2030080300,2030,20120803
2030082500,2030,20120825
2030090600,2030,20120906
2030091200,2030,20120912
2030100500,2030,20121005
2030102700,2030,20121027
2030113000,2030,20121130
2030112200,2030,20121122
2030122800,2030,20121228
2030120700,2030,20121207
2040010300,2040,20120103
2040012300,2040,20120123
2040021300,2040,20120213
2040021600,2040,20120216
2040030600,2040,20120306
2040033100,2040,20120331
2040040300,2040,20120403
2040041000,2040,20120410
2040053000,2040,20120530
2040051600,2040,20120516
2040063000,2040,20120630
2040061300,2040,20120613
2040071800,2040,20120718
2040071000,2040,20120710
2040080300,2040,20120803
2040082500,2040,20120825
2040090600,2040,20120906
2040091200,2040,20120912
2040100500,2040,20121005
2040102700,2040,20121027
2040113000,2040,20121130
2040112200,2040,20121122
2040122800,2040,20121228
2040120700,2040,20121207
2050010300,2050,20120103
2050012300,2050,20120123
2050021300,2050,20120213
2050021600,2050,20120216
2050030600,2050,20120306
2050033100,2050,20120331
2050040300,2050,20120403
2050041000,2050,20120410
2050053000,2050,20120530
2050051600,2050,20120516
2050063000,2050,20120630
2050061300,2050,20120613
2050071800,2050,20120718
2050071000,2050,20120710
2050080300,2050,20120803
2050082500,2050,20120825
2050090600,2050,20120906
2050091200,2050,20120912
2050100500,2050,20121005
2050102700,2050,20121027
2050113000,2050,20121130
2050112200,2050,20121122
2050122800,2050,20121228
2050120700,2050,20121207
2020010304,2020,20120103
2020012304,2020,20120123
2020021304,2020,20120213
2020021604,2020,20120216
2020030604,2020,20120306
2020033104,2020,20120331
2020040304,2020,20120403
2020041004,2020,20120410
2020053004,2020,20120530
2020051604,2020,20120516
2020063004,2020,20120630
2020061304,2020,20120613
2020071804,2020,20120718
2020071004,2020,20120710
2020080304,2020,20120803
2020082504,2020,20120825
2020090604,2020,20120906
2020091204,2020,20120912
2020100504,2020,20121005
2020102704,2020,20121027
2020113004,2020,20121130
2020112204,2020,20121122
2020122804,2020,20121228
2020120704,2020,20121207
2030010304,2030,20120103
2030012304,2030,20120123
2030021304,2030,20120213
2030021604,2030,20120216
2030030604,2030,20120306
2030033104,2030,20120331
2030040304,2030,20120403
2030041004,2030,20120410
2030053004,2030,20120530
2030051604,2030,20120516
2030063004,2030,20120630
2030061304,2030,20120613
2030071804,2030,20120718
2030071004,2030,20120710
2030080304,2030,20120803
2030082504,2030,20120825
2030090604,2030,20120906
2030091204,2030,20120912
2030100504,2030,20121005
2030102704,2030,20121027
2030113004,2030,20121130
2030112204,2030,20121122
2030122804,2030,20121228
2030120704,2030,20121207
2040010304,2040,20120103
2040012304,2040,20120123
2040021304,2040,20120213
2040021604,2040,20120216
2040030604,2040,20120306
2040033104,2040,20120331
2040040304,2040,20120403
2040041004,2040,20120410
2040053004,2040,20120530
2040051604,2040,20120516
2040063004,2040,20120630
2040061304,2040,20120613
2040071804,2040,20120718
2040071004,2040,20120710
2040080304,2040,20120803
2040082504,2040,20120825
2040090604,2040,20120906
2040091204,2040,20120912
2040100504,2040,20121005
2040102704,2040,20121027
2040113004,2040,20121130
2040112204,2040,20121122
2040122804,2040,20121228
2040120704,2040,20121207
2050010304,2050,20120103
2050012304,2050,20120123
2050021304,2050,20120213
2050021604,2050,20120216
2050030604,2050,20120306
2050033104,2050,20120331
2050040304,2050,20120403
2050041004,2050,20120410
2050053004,2050,20120530
2050051604,2050,20120516
2050063004,2050,20120630
2050061304,2050,20120613
2050071804,2050,20120718
2050071004,2050,20120710
2050080304,2050,20120803
2050082504,2050,20120825
2050090604,2050,20120906
2050091204,2050,20120912
2050100504,2050,20121005
2050102704,2050,20121027
2050113004,2050,20121130
2050112204,2050,20121122
2050122804,2050,20121228
2050120704,2050,20121207
2020010308,2020,20120103
2020012308,2020,20120123
2020021308,2020,20120213
2020021608,2020,20120216
2020030608,2020,20120306
2020033108,2020,20120331
2020040308,2020,20120403
2020041008,2020,20120410
2020053008,2020,20120530
2020051608,2020,20120516
2020063008,2020,20120630
2020061308,2020,20120613
2020071808,2020,20120718
2020071008,2020,20120710
2020080308,2020,20120803
2020082508,2020,20120825
2020090608,2020,20120906
2020091208,2020,20120912
2020100508,2020,20121005
